EmpID,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome(KM),Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,HourlyRate,NumCompaniesWorked,Over18,OverTime,SalaryHike %,PerformanceRating,RelationshipSatisfaction,StandardWorkingHours,StockOptionLevel,TotalExperience(Years),TrainingsLastYear,WorkLifeBalance,YearsatCompany,YearsinCurrentRole,YearsSincePromotion,YearsWithCurrManager
VK3340,43,36-45,No,Travel_Rarely,1001,Operations,7,3,Life Sciences,1,451,3,Female,3,3,Healthcare Representative,1,Married,30287,3-6 LPA,189.29,8,Y,No,16,3,1,80,1,10,1,2,1,0,0,0
VK3910,43,36-45,No,Travel_Rarely,982,Operations,12,3,Life Sciences,1,520,1,Male,2,4,Research Director,2,Married,94709,10+ LPA,591.93,1,Y,No,11,3,3,80,1,25,3,3,25,10,3,9
VK3960,43,36-45,No,Travel-Frequently,313,Operations,21,3,Medical,1,525,4,Male,3,1,Laboratory Technician,4,Married,40711,3-6 LPA,254.44,7,Y,No,20,4,1,80,1,8,1,3,3,2,1,2
VK3970,43,36-45,No,Travel_Rarely,1473,Operations,8,4,Other,1,526,3,Female,3,2,Healthcare Representative,3,Married,12954,0-3 LPA,80.96,4,Y,Yes,14,3,4,80,0,8,3,3,5,2,0,2
VK4900,43,36-45,No,Travel_Rarely,782,Operations,6,4,Other,1,661,2,Male,2,4,Research Director,4,Married,74340,6-10 LPA,464.62,4,Y,Yes,14,3,3,80,1,21,3,2,1,0,0,0
VK4920,43,36-45,No,Travel-Frequently,1001,Operations,9,5,Medical,1,663,4,Male,3,2,Laboratory Technician,3,Single,73101,6-10 LPA,456.88,3,Y,Yes,13,3,2,80,1,10,3,3,8,7,4,
VK5490,43,36-45,No,Travel-Frequently,775,IT,15,3,Life Sciences,1,754,4,Male,2,2,Sales Executive,4,Married,72520,6-10 LPA,453.25,3,Y,No,18,3,3,80,1,7,5,3,2,2,2,2
VK6100,43,36-45,No,Travel_Rarely,589,Operations,14,2,Life Sciences,1,843,2,Male,3,4,Research Director,1,Married,88062,10+ LPA,550.39,6,Y,No,24,4,3,80,1,22,3,3,4,1,1,0
VK6510,43,36-45,No,Travel-Frequently,422,Operations,1,3,Life Sciences,1,902,4,Female,3,2,Healthcare Representative,4,Married,19574,0-3 LPA,122.34,4,Y,No,13,3,2,80,1,12,2,2,5,2,2,2
VK6620,43,36-45,No,Travel_Rarely,177,Operations,8,3,Life Sciences,1,920,1,Female,3,2,Manufacturing Director,2,Married,10184,0-3 LPA,63.65,4,Y,No,21,4,3,80,1,4,2,4,1,0,0,0
VK7760,43,36-45,No,Travel_Rarely,415,IT,25,3,Medical,1,1076,3,Male,2,3,Sales Executive,4,Married,20096,0-3 LPA,125.6,5,Y,No,13,3,3,80,1,18,5,3,1,0,0,0
VK8130,43,36-45,No,Travel-Frequently,1082,Operations,27,3,Life Sciences,1,1126,3,Female,3,3,Manufacturing Director,1,Married,68728,6-10 LPA,429.55,8,Y,No,11,3,3,80,1,18,1,3,8,7,0,1
VK8500,43,36-45,Yes,Travel_Rarely,1372,IT,9,3,Marketing,1,1188,1,Female,1,2,Sales Executive,3,Single,35016,3-6 LPA,218.85,8,Y,No,13,3,2,80,0,7,2,2,4,3,1,3
VK8990,43,36-45,No,Travel_Rarely,920,Operations,3,3,Life Sciences,1,1255,3,Male,1,5,Research Director,4,Married,12246,0-3 LPA,76.54,3,Y,No,14,3,2,80,1,25,2,3,8,7,0,7
VK9270,43,36-45,No,Travel_Rarely,531,IT,4,4,Marketing,1,1293,4,Female,2,3,Sales Executive,4,Single,46558,3-6 LPA,290.99,3,Y,No,14,3,4,80,0,23,3,4,21,7,15,17
VK9960,43,36-45,No,Travel_Rarely,930,Operations,6,3,Medical,1,1402,1,Female,2,2,Research Scientist,3,Single,19381,0-3 LPA,121.13,1,Y,Yes,14,3,1,80,0,20,3,1,20,7,1,8
VK11340,43,36-45,No,Travel_Rarely,990,Operations,27,3,Technical Degree,1,1599,4,Male,4,1,Laboratory Technician,2,Married,37455,3-6 LPA,234.09,5,Y,No,12,3,3,80,1,8,0,3,6,4,0,2
VK11860,43,36-45,No,Travel_Rarely,1291,Operations,15,2,Life Sciences,1,1666,3,Male,2,4,Research Director,3,Married,93263,10+ LPA,582.89,1,Y,No,24,4,1,80,1,14,3,3,14,10,6,11
VK12170,43,36-45,No,Travel_Rarely,1179,IT,2,3,Medical,1,1706,4,Male,3,2,Sales Executive,4,Married,5018,0-3 LPA,31.36,1,Y,Yes,17,3,1,80,1,10,3,3,10,9,8,8
VK12630,43,36-45,Yes,Travel-Frequently,807,Operations,17,3,Technical Degree,1,1767,3,Male,2,1,Research Scientist,3,Married,12302,0-3 LPA,76.89,9,Y,Yes,16,3,4,80,1,6,4,3,1,0,0,0
VK12700,43,36-45,No,Travel_Rarely,244,Finance,2,3,Life Sciences,1,1778,2,Male,3,1,Human Resources,4,Single,68506,6-10 LPA,428.16,0,Y,No,13,3,2,80,0,10,5,3,9,7,1,8
VK12940,43,36-45,No,Non-Travel,343,Operations,9,3,Life Sciences,1,1813,1,Male,3,1,Research Scientist,3,Single,42157,3-6 LPA,263.48,4,Y,No,13,3,3,80,0,7,2,2,3,2,1,2
VK13170,43,36-45,No,Travel-Frequently,1422,IT,2,4,Life Sciences,1,1849,1,Male,3,2,Sales Executive,4,Married,55917,6-10 LPA,349.48,1,Y,No,20,4,3,80,1,7,5,3,7,7,7,7
VK13310,43,36-45,No,Travel_Rarely,823,Operations,6,3,Medical,1,1866,1,Female,2,5,Manager,3,Married,93738,10+ LPA,585.86,7,Y,No,13,3,4,80,0,21,2,3,16,12,6,14
VK14000,43,36-45,No,Travel_Rarely,574,Operations,11,3,Life Sciences,1,1971,1,Male,3,3,Healthcare Representative,3,Married,97646,10+ LPA,610.29,1,Y,No,17,3,2,80,1,10,1,3,10,9,0,9
VK0290,44,36-45,No,Travel_Rarely,477,Operations,7,4,Medical,1,36,1,Female,2,3,Healthcare Representative,4,Married,84122,10+ LPA,525.76,3,Y,No,14,3,4,80,1,24,4,3,22,6,5,
VK0320,44,36-45,No,Travel_Rarely,1459,Operations,10,4,Other,1,40,4,Male,3,2,Healthcare Representative,4,Married,25519,3-6 LPA,159.49,2,Y,Yes,13,3,4,80,0,9,5,4,4,2,1,3
VK0530,44,36-45,No,Travel_Rarely,1488,IT,1,5,Marketing,1,68,2,Female,3,2,Sales Executive,1,Married,97809,10+ LPA,611.31,5,Y,Yes,21,4,3,80,1,9,2,2,4,3,1,3
VK1000,44,36-45,No,Non-Travel,489,Operations,23,3,Medical,1,132,2,Male,3,2,Laboratory Technician,2,Married,88487,10+ LPA,553.04,4,Y,No,12,3,3,80,1,17,3,4,3,2,1,2
VK2870,44,36-45,Yes,Travel-Frequently,920,Operations,24,3,Life Sciences,1,392,4,Male,3,1,Laboratory Technician,3,Single,57819,6-10 LPA,361.37,3,Y,Yes,22,4,4,80,1,19,0,1,1,0,0,0
VK4940,44,36-45,No,Travel_Rarely,1112,Human Resources,1,4,Life Sciences,1,665,1,Female,2,2,Human Resources,3,Single,81910,6-10 LPA,511.94,4,Y,No,11,3,2,80,0,10,1,4,2,2,0,2
VK4980,44,36-45,No,Travel_Rarely,1315,Operations,3,4,Other,1,671,4,Male,3,5,Manager,4,Married,72324,6-10 LPA,452.02,4,Y,Yes,12,3,1,80,1,26,2,4,2,2,0,1
VK5440,44,36-45,No,Non-Travel,381,Operations,24,3,Medical,1,744,1,Male,1,1,Laboratory Technician,3,Single,6408,0-3 LPA,40.05,2,Y,No,14,3,3,80,0,9,5,3,5,2,1,4
VK6180,44,36-45,No,Travel_Rarely,625,Operations,4,3,Medical,1,852,4,Male,3,2,Healthcare Representative,2,Single,60379,6-10 LPA,377.37,9,Y,No,12,3,4,80,0,10,2,2,5,2,2,3
VK6320,44,36-45,No,Travel_Rarely,986,Operations,8,4,Life Sciences,1,874,1,Male,4,1,Laboratory Technician,4,Married,26053,3-6 LPA,162.83,2,Y,Yes,24,4,3,80,1,10,2,2,3,2,0,2
VK6590,44,36-45,No,Travel_Rarely,661,Operations,9,2,Life Sciences,1,913,2,Male,3,1,Research Scientist,1,Married,10446,0-3 LPA,65.29,1,Y,Yes,13,3,4,80,0,8,0,3,8,7,7,1
VK7510,44,36-45,No,Travel_Rarely,1448,IT,28,3,Medical,1,1039,4,Female,4,4,Sales Executive,4,Married,1922,0-3 LPA,12.01,3,Y,Yes,18,3,3,80,1,23,2,3,12,11,11,11
VK7900,44,36-45,Yes,Travel_Rarely,1376,Human Resources,1,2,Medical,1,1098,2,Male,2,3,Human Resources,1,Married,99723,10+ LPA,623.27,9,Y,No,14,3,4,80,1,24,1,3,20,6,3,6
VK8580,44,36-45,Yes,Travel_Rarely,1097,Operations,10,4,Life Sciences,1,1200,3,Male,3,1,Research Scientist,3,Single,52356,6-10 LPA,327.23,1,Y,Yes,11,3,3,80,0,6,4,3,6,4,0,2
VK8630,44,36-45,No,Non-Travel,111,Operations,17,3,Life Sciences,1,1206,4,Male,1,1,Research Scientist,3,Single,11789,0-3 LPA,73.68,2,Y,No,13,3,4,80,0,6,3,3,0,0,0,0
VK8760,44,36-45,No,Travel_Rarely,200,Operations,29,4,Other,1,1225,4,Male,3,2,Research Scientist,4,Single,98720,10+ LPA,617,1,Y,No,25,4,2,80,0,20,3,3,20,11,13,17
VK8920,44,36-45,No,Travel_Rarely,1117,Operations,2,1,Life Sciences,1,1246,1,Female,4,1,Research Scientist,4,Married,67656,6-10 LPA,422.85,1,Y,No,13,3,4,80,1,10,5,3,10,5,7,7
VK9080,44,36-45,No,Travel_Rarely,1099,IT,5,3,Marketing,1,1267,2,Male,3,5,Manager,2,Married,45028,3-6 LPA,281.42,7,Y,No,11,3,3,80,1,26,5,3,22,9,3,10
VK9230,44,36-45,No,Travel_Rarely,1199,Operations,4,2,Life Sciences,1,1288,3,Male,4,5,Manager,1,Married,65484,6-10 LPA,409.28,1,Y,No,14,3,4,80,2,26,4,2,25,9,14,13
VK9290,44,36-45,Yes,Travel_Rarely,621,Operations,15,3,Medical,1,1295,1,Female,3,3,Healthcare Representative,4,Married,33154,3-6 LPA,207.21,1,Y,No,11,3,4,80,1,10,2,3,10,7,0,5
VK9540,44,36-45,Yes,Travel_Rarely,935,Operations,3,3,Life Sciences,1,1333,1,Male,3,1,Laboratory Technician,1,Married,83870,10+ LPA,524.19,4,Y,No,12,3,3,80,0,10,4,4,3,2,1,2
VK10430,44,36-45,No,Non-Travel,981,Operations,5,3,Life Sciences,1,1471,3,Male,2,1,Laboratory Technician,3,Single,3336,0-3 LPA,20.85,3,Y,No,14,3,4,80,0,7,5,3,5,2,0,3
VK10470,44,36-45,No,Travel_Rarely,1467,Operations,20,3,Life Sciences,1,1475,4,Male,3,1,Research Scientist,2,Single,68779,6-10 LPA,429.87,1,Y,No,13,3,3,80,0,6,3,2,5,2,1,3
VK10520,44,36-45,No,Travel-Frequently,383,IT,1,5,Marketing,1,1481,1,Female,3,2,Sales Executive,3,Married,20029,0-3 LPA,125.18,7,Y,No,12,3,3,80,1,11,4,2,1,0,0,0
VK10630,44,36-45,No,Travel-Frequently,1193,Operations,2,1,Medical,1,1496,2,Male,3,3,Manufacturing Director,3,Single,60201,6-10 LPA,376.26,5,Y,Yes,18,3,2,80,0,16,2,2,2,2,2,2
VK10790,44,36-45,No,Travel_Rarely,136,Operations,28,3,Life Sciences,1,1523,4,Male,3,4,Research Director,1,Married,33265,3-6 LPA,207.91,3,Y,No,13,3,3,80,1,24,1,4,20,6,14,17
VK11410,44,36-45,No,Travel_Rarely,1313,Operations,7,3,Medical,1,1608,2,Female,3,5,Research Director,4,Married,44872,3-6 LPA,280.45,0,Y,Yes,14,3,4,80,1,23,4,2,22,7,1,10
VK11660,44,36-45,No,Travel-Frequently,602,Human Resources,1,5,Human Resources,1,1642,1,Male,3,2,Human Resources,4,Married,47197,3-6 LPA,294.98,4,Y,Yes,11,3,3,80,0,14,3,3,10,7,0,2
VK12010,44,36-45,No,Travel_Rarely,528,Human Resources,1,3,Life Sciences,1,1683,3,Female,3,1,Human Resources,4,Married,56180,6-10 LPA,351.12,4,Y,Yes,18,3,1,80,3,8,2,3,2,2,2,2
VK12150,44,36-45,No,Travel_Rarely,921,Operations,2,3,Life Sciences,1,1703,3,Female,4,3,Healthcare Representative,4,Married,24710,0-3 LPA,154.44,1,Y,Yes,19,3,2,80,1,9,2,3,8,7,6,7
VK12800,44,36-45,Yes,Travel-Frequently,429,Operations,1,2,Medical,1,1792,3,Male,3,1,Research Scientist,2,Single,30486,3-6 LPA,190.54,1,Y,Yes,12,3,3,80,3,6,2,2,5,3,2,3
VK13530,44,36-45,No,Travel_Rarely,170,Operations,1,4,Life Sciences,1,1903,2,Male,4,2,Healthcare Representative,1,Married,72907,6-10 LPA,455.67,2,Y,No,15,3,4,80,1,10,5,3,2,0,2,2
VK14360,44,36-45,No,Travel_Rarely,1037,Operations,1,3,Medical,1,2020,2,Male,3,1,Research Scientist,4,Single,72895,6-10 LPA,455.59,6,Y,Yes,12,3,3,80,0,6,2,3,4,3,1,2
VK0680,45,36-45,No,Travel_Rarely,1339,Operations,7,3,Life Sciences,1,86,2,Male,3,3,Research Scientist,1,Married,65435,6-10 LPA,408.97,2,Y,No,17,3,3,80,1,25,2,3,1,0,0,0
VK0780,45,36-45,No,Travel_Rarely,193,Operations,6,4,Other,1,101,4,Male,3,3,Research Director,1,Married,41631,3-6 LPA,260.19,4,Y,Yes,14,3,2,80,0,17,3,4,0,0,0,
VK1420,45,36-45,No,Travel_Rarely,1316,Operations,29,3,Medical,1,192,3,Male,3,1,Research Scientist,4,Single,21103,0-3 LPA,131.89,5,Y,No,13,3,2,80,0,9,2,2,6,5,0,
VK1540,45,36-45,No,Travel_Rarely,194,Operations,9,3,Life Sciences,1,206,2,Male,3,2,Laboratory Technician,2,Married,65772,6-10 LPA,411.08,8,Y,No,18,3,3,80,1,20,2,1,17,9,0,15
VK1750,45,36-45,No,Travel_Rarely,1268,IT,4,2,Life Sciences,1,240,3,Female,3,2,Sales Executive,1,Married,15382,0-3 LPA,96.14,4,Y,Yes,11,3,1,80,1,9,3,4,5,4,0,3
VK1950,45,36-45,No,Non-Travel,1195,Operations,2,2,Medical,1,264,1,Male,2,4,Manager,4,Married,85291,10+ LPA,533.07,9,Y,No,23,4,4,80,1,22,1,3,20,8,11,8
VK2190,45,36-45,No,Non-Travel,1052,IT,6,3,Medical,1,302,4,Female,2,3,Sales Executive,4,Single,4756,0-3 LPA,29.72,6,Y,No,12,3,4,80,0,23,2,3,19,7,12,8
VK2450,45,36-45,No,Travel_Rarely,252,Operations,1,3,Other,1,336,3,Male,4,5,Manager,4,Married,21609,0-3 LPA,135.06,0,Y,No,11,3,3,80,1,25,2,3,24,0,1,7
VK2500,45,36-45,No,Travel-Frequently,1199,Operations,7,4,Life Sciences,1,341,1,Male,4,2,Manufacturing Director,3,Married,17478,0-3 LPA,109.24,4,Y,No,17,3,4,80,1,9,1,3,3,2,0,
VK2690,45,36-45,No,Travel_Rarely,1385,Operations,20,2,Medical,1,372,3,Male,3,4,Healthcare Representative,4,Married,40666,3-6 LPA,254.16,0,Y,Yes,14,3,2,80,0,21,2,3,20,7,4,10
VK3120,45,36-45,No,Travel-Frequently,1249,Operations,7,3,Life Sciences,1,425,1,Male,3,3,Laboratory Technician,1,Single,76683,6-10 LPA,479.27,1,Y,No,18,3,1,80,1,24,2,3,24,9,9,11
VK3350,45,36-45,No,Travel_Rarely,549,Operations,8,4,Other,1,452,4,Male,3,2,Research Scientist,4,Married,72315,6-10 LPA,451.97,9,Y,No,14,3,1,80,2,12,3,3,10,9,9,8
VK4080,45,36-45,No,Travel_Rarely,192,Operations,10,2,Life Sciences,1,544,1,Male,3,1,Research Scientist,4,Married,78834,6-10 LPA,492.71,3,Y,No,21,4,4,80,2,8,3,2,2,2,0,
VK4530,45,36-45,No,Travel_Rarely,561,IT,2,3,Other,1,606,4,Male,3,2,Sales Executive,2,Married,15153,0-3 LPA,94.71,0,Y,No,19,3,2,80,1,9,3,4,8,7,3,7
VK5050,45,36-45,Yes,Travel-Frequently,306,IT,26,4,Life Sciences,1,684,1,Female,3,2,Sales Executive,1,Married,77325,6-10 LPA,483.28,2,Y,No,14,3,4,80,2,5,4,3,1,1,0,0
VK5650,45,36-45,No,Travel_Rarely,954,IT,2,2,Technical Degree,1,783,2,Male,1,2,Sales Representative,3,Single,13999,0-3 LPA,87.49,0,Y,No,13,3,1,80,0,9,3,3,8,7,3,1
VK6040,45,36-45,No,Travel_Rarely,252,Operations,2,3,Life Sciences,1,834,2,Female,2,1,Research Scientist,3,Single,56318,6-10 LPA,351.99,1,Y,No,14,3,4,80,0,1,3,3,1,0,0,0
VK6260,45,36-45,No,Travel_Rarely,930,IT,9,3,Marketing,1,864,4,Male,3,3,Sales Executive,1,Married,1814,0-3 LPA,11.34,4,Y,Yes,12,3,3,80,1,18,2,3,5,4,0,2
VK6970,45,36-45,No,Non-Travel,805,Operations,4,2,Life Sciences,1,972,3,Male,3,2,Laboratory Technician,2,Married,77077,6-10 LPA,481.73,1,Y,No,12,3,2,80,0,9,5,2,9,7,0,8
VK7140,45,36-45,No,Travel_Rarely,974,Operations,1,4,Medical,1,996,4,Female,3,1,Laboratory Technician,4,Married,91474,10+ LPA,571.71,3,Y,No,14,3,4,80,2,8,2,3,5,3,0,2
VK7190,45,36-45,No,Non-Travel,248,Operations,23,2,Life Sciences,1,1002,4,Male,3,2,Laboratory Technician,1,Married,3443,0-3 LPA,21.52,1,Y,Yes,15,3,3,80,1,9,2,3,9,8,0,8
VK7560,45,36-45,No,Travel_Rarely,1234,IT,11,2,Life Sciences,1,1045,4,Female,3,4,Manager,4,Married,76993,6-10 LPA,481.21,3,Y,No,13,3,2,80,1,26,4,4,9,3,1,1
VK7600,45,36-45,No,Travel_Rarely,788,Human Resources,24,4,Medical,1,1049,2,Male,3,1,Human Resources,2,Single,76916,6-10 LPA,480.72,1,Y,No,16,3,1,80,0,6,3,3,6,3,0,4
VK8060,45,36-45,No,Non-Travel,1050,IT,9,4,Life Sciences,1,1117,2,Female,2,2,Sales Executive,3,Married,74319,6-10 LPA,464.49,1,Y,No,13,3,4,80,1,15,2,3,15,10,4,12
VK8550,45,36-45,No,Travel_Rarely,1457,Operations,7,3,Medical,1,1195,1,Female,3,1,Research Scientist,3,Married,18368,0-3 LPA,114.8,4,Y,Yes,19,3,3,80,1,7,2,2,3,2,0,2
VK9140,45,36-45,Yes,Travel_Rarely,1449,IT,2,3,Marketing,1,1277,1,Female,1,5,Manager,2,Single,16328,0-3 LPA,102.05,2,Y,Yes,16,3,1,80,0,26,2,3,24,10,1,11
VK9370,45,36-45,No,Travel-Frequently,364,Operations,25,3,Medical,1,1306,2,Female,3,5,Manager,2,Single,57942,6-10 LPA,362.14,3,Y,No,22,4,3,80,0,22,4,3,0,0,0,0
VK10350,45,36-45,No,Travel_Rarely,1038,Operations,20,3,Medical,1,1460,2,Male,1,3,Healthcare Representative,1,Married,92751,10+ LPA,579.69,2,Y,Yes,18,3,2,80,1,24,2,3,7,7,0,7
VK10380,45,36-45,No,Travel_Rarely,1448,Operations,29,3,Technical Degree,1,1465,2,Male,3,3,Manufacturing Director,4,Married,28306,3-6 LPA,176.91,4,Y,Yes,18,3,4,80,2,10,4,4,3,1,1,2
VK10930,45,36-45,No,Travel_Rarely,950,Operations,28,3,Technical Degree,1,1546,4,Male,3,1,Research Scientist,4,Married,86451,10+ LPA,540.32,4,Y,No,20,4,4,80,1,8,3,3,5,4,0,3
VK11000,45,36-45,No,Travel_Rarely,538,Operations,1,4,Technical Degree,1,1553,1,Male,3,3,Healthcare Representative,2,Married,40915,3-6 LPA,255.72,1,Y,No,12,3,1,80,3,10,4,3,10,8,7,7
VK11430,45,36-45,No,Travel_Rarely,1015,Operations,5,5,Medical,1,1611,3,Female,1,2,Laboratory Technician,1,Single,38219,3-6 LPA,238.87,1,Y,Yes,14,3,1,80,0,10,3,3,10,7,1,4
VK11440,45,36-45,No,Non-Travel,336,IT,26,3,Marketing,1,1612,1,Male,2,2,Sales Executive,1,Married,81879,6-10 LPA,511.74,1,Y,No,15,3,1,80,1,10,2,3,10,7,4,5
VK11610,45,36-45,No,Travel_Rarely,1329,Operations,2,2,Other,1,1635,4,Female,2,2,Manufacturing Director,4,Married,65644,6-10 LPA,410.28,1,Y,No,19,3,1,80,2,10,3,3,10,7,3,9
VK12220,45,36-45,No,Non-Travel,1238,Operations,1,1,Life Sciences,1,1712,3,Male,2,3,Healthcare Representative,3,Married,61279,6-10 LPA,382.99,3,Y,No,23,4,4,80,1,25,3,2,23,15,14,4
VK12260,45,36-45,No,Travel_Rarely,1005,Operations,28,2,Technical Degree,1,1719,4,Female,2,4,Research Director,2,Single,54028,6-10 LPA,337.68,1,Y,No,11,3,3,80,0,21,2,3,21,6,8,6
VK12440,45,36-45,No,Travel_Rarely,176,Human Resources,4,3,Life Sciences,1,1744,3,Female,1,3,Human Resources,3,Married,1126,0-3 LPA,7.04,4,Y,No,21,4,3,80,2,9,2,4,5,0,0,3
VK13150,45,36-45,No,Non-Travel,589,IT,2,4,Life Sciences,1,1845,3,Female,3,2,Sales Executive,3,Married,53329,6-10 LPA,333.31,4,Y,No,22,4,2,80,2,10,3,4,8,7,5,7
VK13470,45,36-45,No,Travel_Rarely,556,Operations,25,2,Life Sciences,1,1888,2,Female,2,2,Manufacturing Director,4,Married,28632,3-6 LPA,178.95,0,Y,No,13,3,4,80,2,10,2,2,9,8,3,8
VK13630,45,36-45,No,Travel-Frequently,1297,Operations,1,4,Medical,1,1922,2,Male,3,2,Healthcare Representative,3,Single,66310,6-10 LPA,414.44,4,Y,No,12,3,3,80,0,12,3,3,4,2,0,3
VK14550,45,36-45,No,Travel_Rarely,374,IT,20,3,Life Sciences,1,2046,4,Female,3,2,Sales Executive,3,Single,56176,6-10 LPA,351.1,8,Y,No,15,3,3,80,0,8,3,3,5,3,0,1
VK0300,46,46-55,No,Travel_Rarely,705,IT,2,4,Marketing,1,38,2,Female,3,5,Manager,1,Single,87066,10+ LPA,544.16,3,Y,No,12,3,4,80,0,22,2,2,2,2,2,
VK0490,46,46-55,No,Travel-Frequently,1211,IT,5,4,Marketing,1,62,1,Male,3,2,Sales Executive,4,Single,45327,3-6 LPA,283.29,4,Y,Yes,21,4,3,80,0,14,4,3,9,6,0,8
VK0800,46,46-55,No,Travel_Rarely,945,Human Resources,5,2,Medical,1,103,2,Male,3,2,Human Resources,2,Married,69904,6-10 LPA,436.9,8,Y,Yes,22,4,4,80,1,16,2,3,4,2,0,2
VK0900,46,46-55,Yes,Travel_Rarely,669,IT,9,2,Medical,1,118,3,Male,2,3,Sales Executive,4,Single,4797,0-3 LPA,29.98,1,Y,No,16,3,4,80,0,9,3,3,9,8,4,7
VK0940,46,46-55,No,Travel-Frequently,638,Operations,1,3,Medical,1,124,3,Male,2,3,Healthcare Representative,1,Married,48882,3-6 LPA,305.51,2,Y,Yes,13,3,3,80,1,21,5,2,10,9,9,
VK1790,46,46-55,No,Travel_Rarely,526,IT,1,2,Marketing,1,244,2,Female,3,3,Sales Executive,1,Married,14718,0-3 LPA,91.99,1,Y,No,25,4,3,80,3,24,2,3,24,13,15,7
VK2100,46,46-55,No,Travel_Rarely,644,Operations,1,4,Medical,1,288,4,Male,3,3,Healthcare Representative,1,Married,35560,3-6 LPA,222.25,7,Y,No,16,3,3,80,1,17,3,3,4,2,0,
VK2640,46,46-55,No,Travel_Rarely,488,IT,2,3,Technical Degree,1,363,3,Female,1,4,Manager,2,Married,77589,6-10 LPA,484.93,3,Y,Yes,12,3,2,80,1,28,2,2,7,7,7,7
VK3660,46,46-55,No,Non-Travel,1144,Operations,7,4,Medical,1,487,3,Female,3,2,Manufacturing Director,3,Married,23116,0-3 LPA,144.48,2,Y,No,14,3,3,80,0,7,2,4,1,0,0,0
VK4130,46,46-55,No,Travel_Rarely,1485,Operations,18,3,Medical,1,550,3,Female,3,2,Manufacturing Director,3,Married,37244,3-6 LPA,232.78,2,Y,No,14,3,3,80,1,19,5,2,10,7,0,8
VK4300,46,46-55,No,Travel_Rarely,1009,Operations,2,3,Life Sciences,1,575,1,Male,3,4,Research Director,3,Married,2645,0-3 LPA,16.53,6,Y,No,13,3,3,80,0,26,2,1,3,2,0,1
VK4340,46,46-55,No,Travel_Rarely,1125,IT,10,3,Marketing,1,580,3,Female,2,3,Sales Executive,4,Married,48523,3-6 LPA,303.27,2,Y,Yes,19,3,3,80,1,15,3,3,3,2,1,2
VK4660,46,46-55,No,Travel-Frequently,1034,Operations,18,1,Medical,1,624,1,Female,3,3,Healthcare Representative,3,Married,20256,0-3 LPA,126.6,5,Y,No,11,3,4,80,0,28,3,2,2,2,1,2
VK7240,46,46-55,No,Travel_Rarely,566,Operations,7,2,Medical,1,1007,4,Male,3,3,Manufacturing Director,3,Married,54173,6-10 LPA,338.58,6,Y,No,13,3,2,80,1,13,3,3,8,7,0,7
VK7710,46,46-55,No,Travel_Rarely,430,Operations,1,4,Medical,1,1069,4,Male,3,5,Research Director,4,Married,38430,3-6 LPA,240.19,9,Y,No,17,3,4,80,2,23,0,3,2,2,2,2
VK7790,46,46-55,No,Travel_Rarely,1003,Operations,8,4,Life Sciences,1,1080,4,Female,2,2,Research Scientist,1,Married,40282,3-6 LPA,251.76,8,Y,Yes,23,4,1,80,3,19,2,3,16,13,1,7
VK8110,46,46-55,No,Travel_Rarely,406,IT,3,1,Marketing,1,1124,1,Male,3,4,Manager,3,Married,64374,6-10 LPA,402.34,3,Y,No,12,3,4,80,1,23,3,3,12,9,4,9
VK8620,46,46-55,No,Travel_Rarely,1402,IT,2,3,Marketing,1,1204,3,Female,3,4,Manager,1,Married,69244,6-10 LPA,432.78,8,Y,No,23,4,1,80,0,28,2,3,26,15,15,9
VK8700,46,46-55,No,Travel_Rarely,1450,Operations,15,2,Life Sciences,1,1217,4,Male,3,5,Research Director,2,Married,12694,0-3 LPA,79.34,5,Y,No,11,3,1,80,1,25,2,3,4,2,0,3
VK8780,46,46-55,No,Travel_Rarely,150,Operations,2,4,Technical Degree,1,1228,4,Male,3,2,Manufacturing Director,4,Married,57264,6-10 LPA,357.9,2,Y,No,11,3,3,80,1,12,3,2,6,3,1,4
VK9170,46,46-55,No,Travel_Rarely,168,IT,4,2,Marketing,1,1280,4,Female,2,5,Manager,2,Married,76060,6-10 LPA,475.38,2,Y,No,14,3,3,80,1,26,2,3,11,4,0,8
VK9440,46,46-55,No,Travel_Rarely,991,Human Resources,1,2,Life Sciences,1,1314,4,Female,3,1,Human Resources,1,Single,98416,10+ LPA,615.1,6,Y,No,12,3,3,80,0,10,3,4,7,6,5,7
VK10320,46,46-55,Yes,Travel_Rarely,377,IT,9,3,Marketing,1,1457,1,Male,3,3,Sales Executive,4,Married,58545,6-10 LPA,365.91,4,Y,No,11,3,1,80,1,28,1,4,7,7,4,3
VK10810,46,46-55,No,Travel_Rarely,228,IT,3,3,Life Sciences,1,1527,3,Female,3,4,Manager,2,Married,40224,3-6 LPA,251.4,8,Y,No,12,3,4,80,1,23,2,4,13,12,5,1
VK11360,46,46-55,No,Travel_Rarely,563,IT,1,4,Life Sciences,1,1602,4,Male,4,4,Manager,1,Single,98945,10+ LPA,618.41,1,Y,No,15,3,2,80,0,27,5,1,26,0,0,12
